,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
215,Orapin,31,"('kind', 'creative', 'empathetic')","('shy', 'indecisive', 'oversensitive')","('painting', 'dancing', 'calligraphy')",art therapist,expressive healing,lower class,heterosexual,Buddhist,0,5.4,black,brown,olive,petite,THAI,F,"('THAI', 'F')"
216,Gertwolfhard,44,"('loyal', 'hardworking', 'observant')","('worrywart', 'traditional', 'reserved')","('gardening', 'playing chess', 'singing')",mechanic,mechanical wizardry,working class,heterosexual,none,0,5.11,blonde,blue,fair,muscular,GERMAN,M,"('GERMAN', 'M')"
217,Ronni,36,"('optimistic', 'friendly', 'adventurous')","('rebellious', 'impatient', 'competitive')","('biking', 'rock climbing', 'traveling')",tour guide,adventure expert,middle class,heterosexual,none,0,5.8,brown,green,fair,athletic,ISRAELI,F,"('ISRAELI', 'F')"
218,Radmila,39,"('calm', 'patient', 'caring')","('resistant to change', 'introverted', 'traditional')","('meditation', 'gardening', 'knitting')",nurse,healing touch,lower middle class,heterosexual,Orthodox Christian,0,5.6,black,brown,olive,average,SLAV,F,"('SLAV', 'F')"
219,Stacey,26,"('creative', 'adventurous', 'free-spirited')","('impulsive', 'rebellious', 'non-committal')","('surfing', 'painting', 'traveling')",freelance photographer,capturing the moment,lower middle class,heterosexual,none,0,5.4,blonde,blue,fair,slim,ENGLISH,F,"('ENGLISH', 'F')"
220,Vlastimir,41,"('wise', 'kind', 'thoughtful')","('introverted', 'reserved', 'traditional')","('reading', 'gardening', 'playing chess')",librarian,knowledge seeker,working class,heterosexual,Agnostic,0,5.7,gray,brown,fair,average,SLAV,M,"('SLAV', 'M')"
221,Devorah,34,"('intelligent', 'compassionate', 'analytical')","('stubborn', 'reserved', 'perfectionist')","('painting', 'gardening', 'yoga')",software engineer,mindful meditation,middle class,heterosexual,Judaism,0,5.5,brown,green,olive,slim,ISRAELI,F,"('ISRAELI', 'F')"
222,Rezso,42,"('curious', 'adventurous', 'optimistic')","('impatient', 'reckless', 'indecisive')","('hiking', 'photography', 'cooking')",freelance journalist,quick wit,lower middle class,heterosexual,Atheist,0,6.1,blonde,blue,pale,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
223,Irja,28,"('creative', 'sociable', 'empathetic')","('indecisive', 'sensitive', 'naive')","('dancing', 'volunteering', 'reading')",social worker,empathy,working class,homosexual,Agnostic,0,5.6,black,brown,tan,average,NORDIC,F,"('NORDIC', 'F')"
224,Paschalis,37,"('analytical', 'methodical', 'gregarious')","('stubborn', 'reserved', 'self-critical')","('gardening', 'playing chess', 'listening to classical music')",accountant,financial acumen,upper middle class,heterosexual,Greek Orthodox,0,5.8,brown,brown,white,average,GREEK,M,"('GREEK', 'M')"
225,Cristobal,31,"('charismatic', 'adaptable', 'determined')","('competitive', 'impulsive', 'superficial')","('surfing', 'playing guitar', 'traveling')",marketing manager,charming smile,upper class,heterosexual,Catholic,0,6.0,black,hazel,olive,muscular,HISPANIC,M,"('HISPANIC', 'M')"
226,Shmouel,45,"('wise', 'patient', 'reserved')","('traditional', 'rigid', 'distant')","('calligraphy', 'bird watching', 'playing chess')",retired professor,intellectual discourse,upper middle class,heterosexual,Jewish,0,5.7,gray,blue,pale,thin,ISRAELI,M,"('ISRAELI', 'M')"
227,Yeheskel,39,"('charismatic', 'persuasive', 'ambitious')","('manipulative', 'arrogant', 'workaholic')","('playing piano', 'fine dining', 'networking')",business consultant,negotiation skills,upper class,heterosexual,Judaism,0,6.2,brown,green,olive,athletic,ISRAELI,M,"('ISRAELI', 'M')"
228,Eamonn,36,"('loyal', 'principled', 'hardworking')","('stubborn', 'reserved', 'traditional')","('fishing', 'woodworking', 'watching rugby')",carpenter,precision craftsmanship,lower middle class,heterosexual,Christian,0,5.9,red,blue,fair,solid,ENGLISH,M,"('ENGLISH', 'M')"
229,Chuka,29,"('enthusiastic', 'optimistic', 'outgoing')","('scatterbrained', 'impatient', 'impulsive')","('soccer', 'DJing', 'travelling')",event planner,party planning prowess,middle class,heterosexual,African Traditional Religion,0,6.0,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
230,Carmelina,33,"('kind', 'compassionate', 'easygoing')","('naive', 'indecisive', 'overly trusting')","('baking', 'knitting', 'yoga')",elementary school teacher,patience and understanding,working class,heterosexual,Catholic,0,5.4,brown,green,white,curvy,ITALIAN,F,"('ITALIAN', 'F')"
231,Hansgunther,40,"('intellectual', 'analytical', 'introverted')","('arrogant', 'critical', 'pessimistic')","('reading philosophy', 'classical music', 'gardening')",philosophy professor,philosophical debate,upper middle class,heterosexual,Atheist,0,5.1,gray,blue,pale,slim,GERMAN,M,"('GERMAN', 'M')"
232,Masayosi,35,"('dedicated', 'disciplined', 'reserved')","('serious', 'emotionally closed-off', 'workaholic')","('martial arts', 'meditation', 'reading manga')",software developer,coding wizardry,middle class,heterosexual,Shinto,0,5.7,black,brown,tan,muscular,JAPANESE,M,"('JAPANESE', 'M')"
233,Shigehiko,43,"('organized', 'efficient', 'meticulous')","('rigid', 'perfectionist', 'nitpicky')","('origami', 'bonsai gardening', 'sudoku')",accountant,financial precision,middle class,heterosexual,Buddhism,0,5.6,black,brown,tan,average,JAPANESE,M,"('JAPANESE', 'M')"
234,Youssif,27,"('charming', 'friendly', 'versatile')","('impulsive', 'easily distracted', 'superficial')","('fashion design', 'dancing', 'socializing')",event planner,party planning prowess,middle class,heterosexual,Muslim,0,5.8,black,brown,dark,slim,ARAB,M,"('ARAB', 'M')"
235,Charikleia,30,"('confident', 'ambitious', 'charismatic')","('competitive', 'stubborn', 'impatient')","('dancing', 'hiking', 'yoga')",marketing executive,charming persuasion,upper class,heterosexual,Orthodox Christian,0,5.6,brunette,blue,olive,athletic,GREEK,F,"('GREEK', 'F')"
236,Dovile,32,"('creative', 'artistic', 'imaginative')","('sensitive', 'emotional', 'introverted')","('painting', 'sculpting', 'writing poetry')",graphic designer,creative visualization,middle class,heterosexual,Agnostic,0,5.7,auburn,green,fair,slender,BALTIC,F,"('BALTIC', 'F')"
237,Natsue,29,"('nurturing', 'compassionate', 'gentle')","('timid', 'insecure', 'people-pleaser')","('ikebana', 'teaching yoga', 'meditation')",yoga instructor,healing presence,working class,heterosexual,Buddhism,0,5.4,black,brown,tan,slim,JAPANESE,F,"('JAPANESE', 'F')"
238,Ilana,38,"('driven', 'determined', 'independent')","('stubborn', 'workaholic', 'guarded')","('rock climbing', 'running', 'reading biographies')",CEO,leadership acumen,upper class,heterosexual,Judaism,0,5.9,blonde,green,fair,athletic,ISRAELI,F,"('ISRAELI', 'F')"
239,Yunjung,27,"('creative', 'curious', 'optimistic')","('indecisive', 'sensitive', 'naive')","('painting', 'exploring nature', 'journaling')",freelance artist,artistic expression,middle class,heterosexual,Agnostic,0,5.5,black,brown,tan,slender,KOREAN,F,"('KOREAN', 'F')"
240,Radvile,34,"('analytical', 'logical', 'dedicated')","('perfectionist', 'reserved', 'overthinker')","('solving puzzles', 'playing chess', 'reading non-fiction')",data analyst,critical thinking,middle class,heterosexual,Atheist,0,5.7,brown,blue,olive,average,BALTIC,F,"('BALTIC', 'F')"
241,Younsook,28,"('Creative', 'Open-minded', 'Analytical')","('Indecisive', 'Reserved', 'Introverted')","('Painting', 'Yoga', 'Cooking')",Graphic Designer,Ethereal Flow,Middle-class,Heterosexual,Agnostic,0,5.5,Black,Brown,Fair,Slender,KOREAN,F,"('KOREAN', 'F')"
242,Efrossyni,35,"('Compassionate', 'Adventurous', 'Empathetic')","('Impulsive', 'Overly Trusting', 'Naive')","('Traveling', 'Hiking', 'Photography')",Social Worker,Healing Touch,Middle-class,Pansexual,Buddhist,0,5.7,Blonde,Green,Olive,Athletic,GREEK,F,"('GREEK', 'F')"
243,Remko,42,"('Analytical', 'Practical', 'Meticulous')","('Stubborn', 'Pessimistic', 'Workaholic')","('Gardening', 'Woodworking', 'Reading')",Accountant,Number Cruncher,Upper-middle-class,Heterosexual,Atheist,0,5.9,Bald,Blue,Fair,Stocky,DUTCH,M,"('DUTCH', 'M')"
244,Thokozile,31,"('Optimistic', 'Sociable', 'Charismatic')","('Impatient', 'Easily Distracted', 'Impulsive')","('Dancing', 'Community Service', 'Traveling')",Event Planner,Party Maestro,Middle-class,Homosexual,Christian,0,5.6,Black,Brown,Dark,Curvy,AFRICAN,F,"('AFRICAN', 'F')"
245,Qasem,36,"('Calm', 'Determined', 'Resourceful')","('Reserved', 'Introverted', 'Suspicious')","('Gardening', 'Martial Arts', 'Reading')",Veterinarian,Animal Whisperer,Middle-class,Heterosexual,Muslim,0,6.0,Brown,Hazel,Tan,Muscular,ARAB,M,"('ARAB', 'M')"
246,Amelie,25,"('Curious', 'Witty', 'Independent')","('Sarcastic', 'Rebellious', 'Impulsive')","('Painting', 'Skydiving', 'Writing')",Freelance Writer,Creative Muse,Lower-middle-class,Bisexual,None,0,5.4,Red,Blue,Fair,Slim,FRENCH,F,"('FRENCH', 'F')"
247,Larraine,45,"('Warm-hearted', 'Approachable', 'Hardworking')","('Overprotective', 'Traditional', 'Judgmental')","('Cooking', 'Gardening', 'Knitting')",Elementary School Teacher,Teacher's Touch,Middle-class,Heterosexual,Christian,0,5.5,Grey,Brown,Fair,Average,ENGLISH,F,"('ENGLISH', 'F')"
248,Ursulla,33,"('Empathetic', 'Loyal', 'Inquisitive')","('Anxious', 'Overthinker', 'Self-critical')","('Hiking', 'Meditation', 'Yoga')",Therapist,Mind Healer,Middle-class,Heterosexual,Agnostic,0,5.7,Black,Green,Olive,Athletic,GERMAN,F,"('GERMAN', 'F')"
249,Insik,40,"('Diligent', 'Methodical', 'Perfectionist')","('Stubborn', 'Detached', 'Rigid')","('Chess', 'Reading', 'Gardening')",Engineer,Precision Genius,Upper-class,Heterosexual,Atheist,0,5.8,Black,Brown,Fair,Average,KOREAN,M,"('KOREAN', 'M')"
250,Patoomratana,29,"('Energetic', 'Friendly', 'Adaptable')","('Impulsive', 'Overly Trusting', 'Restless')","('Dancing', 'Traveling', 'Cooking')",Nurse,Healing Hands,Middle-class,Pansexual,Buddhist,0,5.3,Brown,Brown,Tan,Petite,THAI,F,"('THAI', 'F')"
251,Prodromos,37,"('Confident', 'Charismatic', 'Ambitious')","('Egoistic', 'Manipulative', 'Reckless')","('Car Racing', 'Fitness', 'Networking')",Entrepreneur,Business Mogul,Upper-class,Heterosexual,Agnostic,0,6.1,Brown,Blue,Fair,Muscular,GREEK,M,"('GREEK', 'M')"
252,Kihong,30,"('Charming', 'Witty', 'Optimistic')","('Flirtatious', 'Impulsive', 'Easily Bored')","('Traveling', 'Cooking', 'Music')",Tour Guide,Guide's Insight,Middle-class,Homosexual,None,0,5.1,Black,Brown,Tan,Slim,KOREAN,M,"('KOREAN', 'M')"
253,Arabinda,39,"('Intelligent', 'Calm', 'Logical')","('Reserved', 'Introverted', 'Detached')","('Chess', 'Reading', 'Programming')",Software Engineer,Code Master,Upper-class,Heterosexual,Hindu,0,5.9,Black,Brown,Fair,Average,INDIAN,M,"('INDIAN', 'M')"
254,Chittima,28,"('Cheerful', 'Creative', 'Compassionate')","('Naive', 'Impulsive', 'Easily Distracted')","('Painting', 'Community Service', 'Yoga')",Artist,Artistic Inspire,Middle-class,Bisexual,Buddhist,0,5.6,Brown,Hazel,Olive,Slim,THAI,F,"('THAI', 'F')"
255,Huiping,32,"('Analytical', 'Organized', 'Decisive')","('Critical', 'Stubborn', 'Impatient')","('Gardening', 'Cooking', 'Reading')",Accountant,Financial Wizard,Middle-class,Heterosexual,Christian,0,5.5,Black,Brown,Fair,Average,CHINESE,F,"('CHINESE', 'F')"
256,Nava,34,"('Empathetic', 'Kind-hearted', 'Patient')","('Insecure', 'Overly Emotional', 'People-pleaser')","('Yoga', 'Cooking', 'Traveling')",Psychologist,Mind Reader,Upper-middle-class,Heterosexual,Jewish,0,5.7,Brown,Brown,Fair,Average,ISRAELI,F,"('ISRAELI', 'F')"
257,Corien,27,"('Energetic', 'Optimistic', 'Creative')","('Impulsive', 'Restless', 'Attention-seeking')","('Singing', 'Dancing', 'Traveling')",Performing Artist,Stage Star,Middle-class,Pansexual,Agnostic,0,5.6,Brown,Green,Fair,Slim,DUTCH,F,"('DUTCH', 'F')"
258,Nadege,38,"('Intelligent', 'Strategic', 'Confident')","('Arrogant', 'Manipulative', 'Cynical')","('Chess', 'Gardening', 'Reading')",Business Consultant,Strategy Genius,Upper-class,Heterosexual,Atheist,0,5.8,Black,Brown,Fair,Athletic,FRENCH,F,"('FRENCH', 'F')"
259,Hyunsik,26,"('Creative', 'Curious', 'Adventurous')","('Impulsive', 'Easily Bored', 'Rebellious')","('Painting', 'Traveling', 'Surfing')",Freelance Photographer,Visual Capture,Middle-class,Homosexual,None,0,5.9,Black,Brown,Tan,Athletic,KOREAN,M,"('KOREAN', 'M')"
260,Umesh,41,"('Rational', 'Practical', 'Methodical')","('Cynical', 'Detached', 'Pessimistic')","('Woodworking', 'Reading', 'Hiking')",Architect,Master Builder,Upper-middle-class,Heterosexual,Hindu,0,5.1,Black,Brown,Fair,Average,INDIAN,M,"('INDIAN', 'M')"
261,Justiniano,35,"('adventurous', 'analytical', 'compassionate')","('stubborn', 'impatient', 'reserved')","('hiking', 'puzzle solving', 'photography')",software engineer,digital mastery,middle class,straight,agnostic,0,5.9,black,brown,olive,athletic,HISPANIC,M,"('HISPANIC', 'M')"
262,Hannaneh,28,"('creative', 'empathetic', 'optimistic')","('indecisive', 'naive', 'sensitive')","('painting', 'dancing', 'volunteering')",social worker,empathy explosion,lower middle class,bisexual,none,0,5.6,auburn,green,fair,slim,ARAB,F,"('ARAB', 'F')"
263,Antanas,45,"('honest', 'pragmatic', 'loyal')","('rigid', 'skeptical', 'stubborn')","('gardening', 'carpentry', 'fishing')",farmer,green thumb,working class,heterosexual,Christianity,0,6.0,grey,blue,pale,stocky,BALTIC,M,"('BALTIC', 'M')"
264,Seyedtaghi,32,"('intellectual', 'introspective', 'kind')","('perfectionist', 'introverted', 'critical')","('reading', 'meditation', 'philosophy')",professor,knowledge infusion,upper class,gay,Islam,0,5.8,black,brown,olive,average,ARAB,M,"('ARAB', 'M')"
265,Kameshwari,30,"('bubbly', 'optimistic', 'adventurous')","('impulsive', 'reckless', 'naive')","('traveling', 'yoga', 'writing')",travel blogger,wanderlust whirlwind,middle class,pansexual,agnostic,0,5.7,brown,hazel,tan,slender,INDIAN,F,"('INDIAN', 'F')"
266,Giselia,40,"('practical', 'reserved', 'loyal')","('pessimistic', 'unadventurous', 'conservative')","('baking', 'gardening', 'knitting')",accountant,financial finesse,upper middle class,heterosexual,Christianity,0,5.4,blonde,blue,fair,slim,HISPANIC,F,"('HISPANIC', 'F')"
267,Ceyhun,34,"('adventurous', 'charismatic', 'compassionate')","('impulsive', 'reckless', 'competitive')","('rock climbing', 'singing', 'comedy improv')",tour guide,adventure adrenaline,working class,straight,Atheism,0,5.1,brown,brown,olive,muscular,TURKISH,M,"('TURKISH', 'M')"
268,Slavenka,38,"('analytical', 'observant', 'practical')","('cynical', 'stubborn', 'introverted')","('birdwatching', 'sudoku', 'museum visits')",librarian,knowledge keeper,middle class,asexual,none,0,5.5,brunette,green,pale,average,SLAV,F,"('SLAV', 'F')"
269,Miwako,31,"('friendly', 'creative', 'optimistic')","('impatient', 'easily distracted', 'gullible')","('calligraphy', 'origami', 'teaching')",art teacher,creative spark,lower middle class,heterosexual,Buddhism,0,5.6,black,brown,fair,slender,JAPANESE,F,"('JAPANESE', 'F')"
270,Flavien,25,"('energetic', 'outgoing', 'charismatic')","('reckless', 'impatient', 'careless')","('surfing', 'skateboarding', 'DJing')",freelance artist,creative whirlwind,lower class,pansexual,none,0,5.8,blonde,blue,tan,athletic,FRENCH,M,"('FRENCH', 'M')"
271,Guotao,37,"('practical', 'observant', 'loyal')","('reserved', 'traditional', 'introverted')","('gardening', 'chess', 'hiking')",engineer,analytical prowess,middle class,homosexual,Christianity,0,5.9,black,brown,olive,average,CHINESE,M,"('CHINESE', 'M')"
272,Taekyung,29,"('creative', 'charismatic', 'adventurous')","('impulsive', 'rebellious', 'restless')","('street art', 'rock climbing', 'urban exploring')",graphic designer,creative rebellion,upper middle class,bisexual,none,0,5.7,red,brown,tan,slim,KOREAN,M,"('KOREAN', 'M')"
273,Wasana,33,"('kind', 'compassionate', 'patient')","('shy', 'reserved', 'timid')","('gardening', 'cooking', 'meditation')",yoga instructor,zen tranquility,middle class,heterosexual,Buddhism,0,5.5,brown,brown,olive,average,THAI,F,"('THAI', 'F')"
274,Iclal,42,"('wise', 'patient', 'introspective')","('reserved', 'stubborn', 'traditional')","('reading', 'gardening', 'yoga')",spiritual healer,healing touch,lower class,asexual,Spirituality,0,5.6,grey,brown,olive,slim,TURKISH,F,"('TURKISH', 'F')"
275,Kruthika,27,"('friendly', 'optimistic', 'creative')","('easily influenced', 'gullible', 'naive')","('painting', 'traveling', 'photography')",freelance photographer,creative eye,middle class,heterosexual,Hinduism,0,5.4,black,brown,dark,slender,INDIAN,F,"('INDIAN', 'F')"
276,Meilin,36,"('practical', 'logical', 'observant')","('skeptical', 'introverted', 'rigid')","('cooking', 'yoga', 'gardening')",nutritionist,nutrition expertise,middle class,heterosexual,Buddhism,0,5.5,black,brown,olive,average,CHINESE,F,"('CHINESE', 'F')"
277,Hikmet,39,"('loyal', 'kind', 'hardworking')","('reserved', 'traditional', 'stubborn')","('fishing', 'woodworking', 'playing chess')",carpenter,craftsman's touch,working class,heterosexual,Islam,0,5.8,brown,brown,olive,stocky,TURKISH,M,"('TURKISH', 'M')"
278,Pieranna,29,"('charismatic', 'adventurous', 'optimistic')","('impulsive', 'rebellious', 'restless')","('bungee jumping', 'skydiving', 'treasure hunting')",extreme sports instructor,adrenaline rush,middle class,bisexual,none,0,5.7,blonde,blue,pale,athletic,ITALIAN,F,"('ITALIAN', 'F')"
279,Hennariikka,33,"('empathetic', 'intuitive', 'creative')","('sensitive', 'indecisive', 'naive')","('pottery', 'meditation', 'travelling')",art therapist,therapeutic touch,upper middle class,homosexual,Spirituality,0,5.6,red,green,fair,slim,NORDIC,F,"('NORDIC', 'F')"
280,Chatchawan,41,"('kind', 'patient', 'pragmatic')","('shy', 'introverted', 'reserved')","('gardening', 'cooking', 'cycling')",chef,culinary magic,middle class,heterosexual,Buddhism,0,5.2,black,brown,tan,plump,THAI,M,"('THAI', 'M')"
281,Mohamadou,35,"('kind-hearted', 'thoughtful', 'optimistic')","('impatient', 'stubborn', 'reserved')","('gardening', 'reading fiction', 'cooking')",teacher,mindful meditation,middle class,heterosexual,Islam,0,5.9,black,brown,olive,average,AFRICAN,M,"('AFRICAN', 'M')"
282,Merja,28,"('adventurous', 'creative', 'empathetic')","('impatient', 'insecure', 'moody')","('singing', 'painting', 'hiking')",graphic designer,creative visualization,upper middle class,homosexual,Atheist,0,5.6,blonde,green,fair,slim,NORDIC,F,"('NORDIC', 'F')"
283,Jurita,45,"('organized', 'patient', 'friendly')","('stubborn', 'pessimistic', 'introverted')","('knitting', 'gardening', 'volunteering')",accountant,precision calculation,upper class,heterosexual,Christian,0,5.3,brown,blue,pale,curvy,BALTIC,F,"('BALTIC', 'F')"
284,Kornelia,40,"('ambitious', 'confident', 'independent')","('stubborn', 'conceited', 'workaholic')","('playing tennis', 'traveling', 'reading biographies')",business owner,strategic planning,upper class,heterosexual,Agnostic,0,5.8,red,gray,pale,athletic,GERMAN,F,"('GERMAN', 'F')"
285,Keiko,32,"('intelligent', 'analytical', 'creative')","('perfectionist', 'reserved', 'critical')","('playing chess', 'writing poetry', 'photography')",data scientist,data analysis,middle class,heterosexual,Buddhist,0,5.5,black,brown,olive,average,JAPANESE,F,"('JAPANESE', 'F')"
286,Jolan,38,"('charismatic', 'assertive', 'adventurous')","('impulsive', 'over-competitive', 'rebellious')","('skydiving', 'rock climbing', 'traveling')",adventurer,fearless leap,lower class,homosexual,Atheist,0,6.0,brown,green,tan,muscular,HUNGARIAN,F,"('HUNGARIAN', 'F')"
287,Gianangelo,50,"('wise', 'compassionate', 'insightful')","('stubborn', 'traditional', 'reserved')","('painting', 'philosophy', 'gardening')",retired professor,wise counsel,middle class,heterosexual,Catholic,0,5.7,gray,brown,olive,average,ITALIAN,M,"('ITALIAN', 'M')"
288,Bhuvaneshwari,42,"('compassionate', 'spiritual', 'observant')","('self-sacrificing', 'naive', 'superstitious')","('yoga', 'meditation', 'charity work')",social worker,empathetic healing,lower class,heterosexual,Hindu,0,5.2,black,brown,dark,petite,INDIAN,F,"('INDIAN', 'F')"
289,Rodolphe,48,"('charming', 'diplomatic', 'cultured')","('self-centered', 'flirtatious', 'materialistic')","('fine dining', 'collecting art', 'travelling')",diplomat,diplomatic negotiation,upper class,heterosexual,Muslim,0,6.1,brown,blue,fair,athletic,FRENCH,M,"('FRENCH', 'M')"
290,Pierino,33,"('playful', 'laid-back', 'creative')","('impulsive', 'careless', 'indecisive')","('playing video games', 'skateboarding', 'singing')",freelance artist,artistic flair,lower class,homosexual,Atheist,0,5.4,blue,green,pale,slim,ITALIAN,M,"('ITALIAN', 'M')"
291,Tinneke,37,"('friendly', 'outgoing', 'compassionate')","('naive', 'gullible', 'people pleaser')","('volunteering', 'baking', 'dancing')",nurse,healing touch,middle class,heterosexual,Christian,0,5.6,brown,brown,olive,curvy,DUTCH,F,"('DUTCH', 'F')"
292,Yimei,30,"('analytical', 'ambitious', 'disciplined')","('perfectionist', 'workaholic', 'introverted')","('coding', 'reading non-fiction', 'playing chess')",software engineer,algorithmic expertise,middle class,heterosexual,Atheist,0,5.5,black,brown,tan,average,CHINESE,F,"('CHINESE', 'F')"
293,Aleksandras,43,"('hardworking', 'loyal', 'practical')","('stubborn', 'traditional', 'reserved')","('fishing', 'woodworking', 'grilling')",carpenter,master craftsman,lower middle class,heterosexual,Christian,0,5.9,brown,green,tanned,stocky,BALTIC,M,"('BALTIC', 'M')"
294,Rauno,39,"('adventurous', 'spontaneous', 'fun-loving')","('impulsive', 'reckless', 'disorganized')","('motorcycling', 'traveling', 'scuba diving')",tour guide,exploratory spirit,lower class,heterosexual,Atheist,0,6.0,blonde,blue,fair,athletic,NORDIC,M,"('NORDIC', 'M')"
295,Erminia,34,"('optimistic', 'energetic', 'charismatic')","('impatient', 'impulsive', 'loud')","('dancing', 'yoga', 'travelling')",event planner,seamless coordination,lower middle class,heterosexual,Atheist,0,5.7,red,green,pale,slim,ITALIAN,F,"('ITALIAN', 'F')"
296,Vyta,36,"('intelligent', 'analytical', 'brave')","('aloof', 'perfectionist', 'introverted')","('reading science fiction', 'hiking', 'playing chess')",research scientist,scientific breakthrough,middle class,heterosexual,Atheist,0,5.6,black,brown,olive,average,BALTIC,F,"('BALTIC', 'F')"
297,Abdulmajed,44,"('wise', 'humble', 'peaceful')","('reserved', 'traditional', 'unassertive')","('reading poetry', 'gardening', 'calligraphy')",librarian,poetic wisdom,lower middle class,heterosexual,Muslim,0,5.8,black,brown,olive,average,ARAB,M,"('ARAB', 'M')"
298,Lutfu,41,"('gentle', 'sensitive', 'creative')","('insecure', 'introverted', 'withdrawn')","('writing poetry', 'painting', 'gardening')",poet,emotional expression,lower class,homosexual,Islam,0,5.6,black,brown,olive,average,TURKISH,M,"('TURKISH', 'M')"
299,Hirohiko,47,"('disciplined', 'loyal', 'dedicated')","('rigid', 'perfectionist', 'workaholic')","('ikebana', 'martial arts', 'collecting antiques')",business executive,strategic planning,upper class,heterosexual,Shinto,0,5.9,black,brown,olive,average,JAPANESE,M,"('JAPANESE', 'M')"
300,Torleiv,31,"('kind-hearted', 'friendly', 'hardworking')","('shy', 'self-conscious', 'indecisive')","('fishing', 'hiking', 'woodworking')",forester,nature's protector,lower middle class,heterosexual,Pagan,0,5.11,blonde,blue,fair,muscular,NORDIC,M,"('NORDIC', 'M')"
301,Radomir,35,"('analytical', 'compassionate', 'open-minded')","('pessimistic', 'indecisive', 'stubborn')","('gardening', 'photography', 'reading')",architect,Mindful Design,middle-class,heterosexual,agnostic,0,5.9,brown,green,olive,lean,SLAV,M,"('SLAV', 'M')"
302,Karoly,28,"('adventurous', 'creative', 'easygoing')","('impulsive', 'lazy', 'indecisive')","('rock climbing', 'playing the guitar', 'traveling')",graphic designer,Creative Spark,working-class,pansexual,agnostic,0,6.1,blonde,blue,fair,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
303,Yoonkyung,23,"('curious', 'patient', 'friendly')","('naive', 'shy', 'self-critical')","('calligraphy', 'yoga', 'volunteering')",social worker,Empathy Wave,lower-middle-class,homosexual,buddhist,0,5.4,black,brown,tan,petite,KOREAN,F,"('KOREAN', 'F')"
304,Meletios,42,"('wise', 'charismatic', 'determined')","('arrogant', 'overbearing', 'opinionated')","('philosophy', 'sailing', 'rowing')",philosopher,Socratic Dialogue,upper-class,heterosexual,agnostic,0,6.0,gray,gray,pale,muscular,GREEK,M,"('GREEK', 'M')"
305,Willemijn,31,"('organized', 'ambitious', 'compassionate')","('perfectionist', 'workaholic', 'critical')","('running', 'painting', 'cooking')",business owner,Strategic Vision,upper-middle-class,heterosexual,atheist,0,5.7,red,gray,pale,average,DUTCH,F,"('DUTCH', 'F')"
306,Dimitris,36,"('loyal', 'friendly', 'adaptable')","('self-doubting', 'procrastinator', 'reserved')","('playing basketball', 'cooking traditional dishes', 'traveling')",mechanical engineer,Precision Engineering,middle-class,heterosexual,christian,0,5.11,black,brown,olive,muscular,GREEK,M,"('GREEK', 'M')"
307,Chrysi,29,"('optimistic', 'energetic', 'charming')","('impulsive', 'easily distracted', 'competitive')","('dancing', 'painting', 'attending music festivals')",event planner,Party Planning Perfection,working-class,pansexual,agnostic,0,5.6,brown,green,tan,athletic,GREEK,F,"('GREEK', 'F')"
308,Kazeem,37,"('wise', 'patient', 'hardworking')","('reserved', 'stubborn', 'traditional')","('gardening', 'watching documentaries', 'practicing calligraphy')",school principal,Educational Wisdom,middle-class,heterosexual,muslim,0,6.2,black,brown,dark,muscular,AFRICAN,M,"('AFRICAN', 'M')"
309,Dieuwertje,26,"('creative', 'empathetic', 'optimistic')","('indecisive', 'sensitive', 'self-critical')","('pottery', 'yoga', 'supporting local artists')",art therapist,Healing Artistry,working-class,homosexual,agnostic,0,5.5,red,blue,fair,slim,DUTCH,F,"('DUTCH', 'F')"
310,Zerin,34,"('analytical', 'ambitious', 'generous')","('perfectionist', 'competitive', 'stubborn')","('playing chess', 'hiking', 'philanthropy')",investment banker,Strategic Investments,upper-class,heterosexual,hindu,0,5.8,brown,brown,olive,athletic,TURKISH,F,"('TURKISH', 'F')"
311,Taghrid,30,"('compassionate', 'creative', 'adventurous')","('impulsive', 'sensitive', 'restless')","('baking', 'rock climbing', 'volunteering')",veterinarian,Animal Healing Touch,middle-class,homosexual,agnostic,0,5.6,black,brown,olive,average,ARAB,F,"('ARAB', 'F')"
312,Borges,40,"('intellectual', 'curious', 'eccentric')","('aloof', 'stubborn', 'impatient')","('reading philosophy books', 'attending art exhibitions', 'playing chess')",university professor,Theoretical Insight,upper-middle-class,heterosexual,agnostic,0,5.1,gray,brown,pale,lean,HISPANIC,M,"('HISPANIC', 'M')"
313,Jiaying,25,"('friendly', 'creative', 'adaptive')","('shy', 'indecisive', 'reserved')","('writing poetry', 'dancing', 'supporting environmental causes')",environmental activist,Eco Warrior,lower-middle-class,heterosexual,atheist,0,5.3,black,brown,tan,slim,CHINESE,F,"('CHINESE', 'F')"
