,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
285,Keiko,27,"('curious', 'adaptable', 'lighthearted')","('flighty', 'careless', 'flirtatious')","('traveling', 'music', 'karaoke')",flight attendant,linguistic agility,lower middle class,pansexual,shinto,0,5.4,black,brown,olive,slim,JAPANESE,F,"('JAPANESE', 'F')"
286,Jolan,35,"('confident', 'charismatic', 'spontaneous')","('arrogant', 'reckless', 'selfish')","('acting', 'sports', 'partying')",actor,dramatic flair,upper class,heterosexual,catholic,0,6.1,blonde,blue,fair,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
287,Gianangelo,38,"('wise', 'compassionate', ' introspective')","('introverted', 'pessimistic', 'perfectionist')","('reading', 'meditation', 'hiking')",philosopher,wisdom of the ages,middle class,homosexual,agnostic,0,6.0,gray,brown,olive,lean,ITALIAN,M,"('ITALIAN', 'M')"
288,Bhuvaneshwari,31,"('ambitious', 'determined', 'resourceful')","('competitive', 'aggressive', 'stubborn')","('business', 'yoga', 'cooking')",entrepreneur,business acumen,upper middle class,heterosexual,hindu,0,5.7,black,brown,dark,curvy,INDIAN,F,"('INDIAN', 'F')"
289,Rodolphe,40,"('charismatic', 'confident', 'outgoing')","('arrogant', 'manipulative', 'selfish')","('politics', 'traveling', 'fine dining')",politician,rhetorical flair,upper class,heterosexual,catholic,0,6.2,gray,blue,fair,stocky,FRENCH,M,"('FRENCH', 'M')"
290,Pierino,30,"('lighthearted', 'adaptable', 'curious')","('careless', 'impulsive', 'flirtatious')","('music', 'traveling', 'cooking')",musician,melodic charm,lower middle class,bisexual,agnostic,0,5.9,brown,hazel,olive,slim,ITALIAN,M,"('ITALIAN', 'M')"
291,Tinneke,39,"('responsible', 'practical', 'empathetic')","('conservative', 'pessimistic', 'inflexible')","('hiking', 'reading', 'volunteering')",social worker,empathetic understanding,middle class,heterosexual,protestant,0,5.8,blonde,blue,fair,stocky,DUTCH,F,"('DUTCH', 'F')"
292,Yimei,28,"('curious', 'adaptable', 'ambitious')","('anxious', 'self-doubting', 'procrastinating')","('coding', 'photography', 'traveling')",software engineer,coding wizardry,upper middle class,homosexual,buddhist,0,5.5,black,brown,olive,slim,CHINESE,F,"('CHINESE', 'F')"
293,Aleksandras,37,"('confident', 'charismatic', 'spontaneous')","('arrogant', 'reckless', 'selfish')","('acting', 'sports', 'partying')",actor,dramatic flair,upper class,heterosexual,orthodox,0,6.0,blonde,blue,fair,athletic,BALTIC,M,"('BALTIC', 'M')"
294,Rauno,42,"('wise', 'compassionate', 'introspective')","('introverted', 'pessimistic', 'perfectionist')","('reading', 'meditation', 'hiking')",philosopher,wisdom of the ages,middle class,homosexual,agnostic,0,6.1,gray,brown,olive,lean,NORDIC,M,"('NORDIC', 'M')"
295,Erminia,36,"('ambitious', 'determined', 'resourceful')","('competitive', 'aggressive', 'stubborn')","('business', 'yoga', 'cooking')",entrepreneur,business acumen,upper middle class,heterosexual,catholic,0,5.7,brown,hazel,olive,curvy,ITALIAN,F,"('ITALIAN', 'F')"
296,Vyta,33,"('lighthearted', 'adaptable', 'curious')","('careless', 'impulsive', 'flirtatious')","('music', 'traveling', 'cooking')",musician,melodic charm,lower middle class,bisexual,agnostic,0,5.9,blonde,blue,fair,slim,BALTIC,F,"('BALTIC', 'F')"
297,Abdulmajed,34,"('responsible', 'practical', 'empathetic')","('conservative', 'pessimistic', 'inflexible')","('hiking', 'reading', 'volunteering')",social worker,empathetic understanding,middle class,heterosexual,muslim,0,5.8,black,brown,dark,stocky,ARAB,M,"('ARAB', 'M')"
298,Lutfu,29,"('curious', 'adaptable', 'ambitious')","('anxious', 'self-doubting', 'procrastinating')","('coding', 'photography', 'traveling')",software engineer,coding wizardry,upper middle class,homosexual,agnostic,0,5.6,black,brown,olive,slim,TURKISH,M,"('TURKISH', 'M')"
299,Hirohiko,38,"('confident', 'charismatic', 'spontaneous')","('arrogant', 'reckless', 'selfish')","('acting', 'sports', 'partying')",actor,dramatic flair,upper class,heterosexual,shinto,0,6.0,black,brown,olive,athletic,JAPANESE,M,"('JAPANESE', 'M')"
300,Torleiv,40,"('wise', 'compassionate', 'introspective')","('introverted', 'pessimistic', 'perfectionist')","('reading', 'meditation', 'hiking')",philosopher,wisdom of the ages,middle class,homosexual,agnostic,0,6.1,gray,blue,fair,lean,NORDIC,M,"('NORDIC', 'M')"
301,Radomir,25,"('adventurous', 'curious', 'persistent')","('impatient', 'reckless', 'skeptical')","('rock climbing', 'reading', 'traveling')",Environmental Scientist, Eagle Eye,middle class,heterosexual,agnostic,0,5.9,brown,green,olive,athletic,SLAV,M,"('SLAV', 'M')"
302,Karoly,30,"('confident', 'charismatic', 'generous')","('arrogant', 'manipulative', 'lazy')","('playing chess', 'cooking', 'philosophy')",University Professor,Mind Shield,upper class,homosexual,catholic,0,6.1,blond,blue,fair,slender,HUNGARIAN,M,"('HUNGARIAN', 'M')"
303,Yoonkyung,28,"('creative', 'empathetic', 'determined')","('insecure', 'competitive', 'perfectionist')","('painting', 'writing', 'gaming')",Graphic Designer,Artistic Vision,lower middle class,bisexual,buddhist,0,5.5,black,brown,yellow,petite,KOREAN,F,"('KOREAN', 'F')"
304,Meletios,35,"('calm', 'logical', 'diplomatic')","('indifferent', 'pessimistic', 'dishonest')","('meditating', 'reading', 'fishing')",Diplomat,Calm Aura,upper class,heterosexual,orthodox,0,6.0,gray,hazel,olive,stocky,GREEK,M,"('GREEK', 'M')"
305,Willemijn,22,"('outgoing', 'confident', 'spontaneous')","('impulsive', 'reckless', 'superficial')","('partying', 'shopping', 'dancing')",Event Planner,Party Animal,middle class,heterosexual,protestant,0,5.8,blond,blue,fair,athletic,DUTCH,F,"('DUTCH', 'F')"
306,Dimitris,40,"('wise', 'pragmatic', 'loyal')","('stubborn', 'pessimistic', 'controlling')","('hiking', 'reading', 'playing guitar')",Business Consultant,Business Sense,upper class,heterosexual,orthodox,0,6.2,gray,brown,olive,stocky,GREEK,M,"('GREEK', 'M')"
307,Chrysi,26,"('friendly', 'empathetic', 'humorous')","('gullible', 'naive', 'oversensitive')","('volunteering', 'cooking', 'yoga')",Social Worker,Empathic Touch,lower middle class,heterosexual,orthodox,0,5.7,brown,green,olive,petite,GREEK,F,"('GREEK', 'F')"
308,Kazeem,32,"('ambitious', 'confident', 'charismatic')","('arrogant', 'manipulative', 'aggressive')","('playing basketball', 'reading', 'traveling')",Entrepreneur,Business Flair,upper class,heterosexual,muslim,0,6.3,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
309,Dieuwertje,24,"('optimistic', 'spontaneous', 'adventurous')","('impulsive', 'reckless', 'irresponsible')","('traveling', 'photography', 'hiking')",Travel Blogger,Adventure Seeker,middle class,bisexual,agnostic,0,5.9,blond,blue,fair,athletic,DUTCH,F,"('DUTCH', 'F')"
310,Zerin,29,"('intelligent', 'analytical', ' reserved')","('distant', 'pessimistic', 'perfectionist')","('reading', 'playing chess', 'gaming')",Data Scientist,Data Insight,upper class,homosexual,atheist,0,5.11,black,brown,yellow,slender,TURKISH,F,"('TURKISH', 'F')"
311,Taghrid,31,"('passionate', 'emotional', 'determined')","('temperamental', 'impulsive', 'possessive')","('playing music', 'writing', 'dancing')",Music Teacher,Musical Flair,lower middle class,heterosexual,muslim,0,5.8,brown,green,olive,athletic,ARAB,F,"('ARAB', 'F')"
312,Borges,38,"('intelligent', 'creative', 'independent')","('arrogant', 'pessimistic', 'antisocial')","('writing', 'reading', 'philosophy')",Literary Critic,Literary Genius,upper class,homosexual,agnostic,0,6.0,gray,hazel,fair,slender,HISPANIC,M,"('HISPANIC', 'M')"
313,Jiaying,27,"('friendly', 'empathetic', 'hardworking')","('shy', 'insecure', 'perfectionist')","('cooking', 'gaming', 'yoga')",Software Engineer,Code Whiz,middle class,heterosexual,buddhist,0,5.6,black,brown,yellow,petite,CHINESE,F,"('CHINESE', 'F')"
314,Smadar,33,"('confident', 'charismatic', 'ambitious')","('arrogant', 'manipulative', 'aggressive')","('playing tennis', 'reading', 'traveling')",Marketing Manager,Marketing Flair,upper class,heterosexual,jewish,0,5.1,brown,green,olive,athletic,ISRAELI,F,"('ISRAELI', 'F')"
315,Adwoa,25,"('outgoing', 'spontaneous', 'adventurous')","('impulsive', 'reckless', 'irresponsible')","('traveling', 'photography', 'hiking')",Journalist,Investigative Instinct,middle class,heterosexual,christian,0,5.9,black,brown,dark,athletic,AFRICAN,F,"('AFRICAN', 'F')"
316,Paolo,36,"('wise', 'pragmatic', 'loyal')","('stubborn', 'pessimistic', 'controlling')","('reading', 'hiking', 'cooking')",Architect,Design Sense,upper class,heterosexual,catholic,0,6.1,gray,hazel,olive,stocky,ITALIAN,M,"('ITALIAN', 'M')"
317,Zrinka,23,"('friendly', 'empathetic', 'creative')","('gullible', 'naive', 'oversensitive')","('painting', 'writing', 'gaming')",Graphic Designer,Artistic Vision,lower middle class,bisexual,agnostic,0,5.7,blond,blue,fair,petite,SLAV,F,"('SLAV', 'F')"
318,Magdolna,39,"('intelligent', 'analytical', 'reserved')","('distant', 'pessimistic', 'perfectionist')","('reading', 'playing chess', 'gaming')",Data Analyst,Data Insight,upper class,homosexual,atheist,0,5.9,brown,green,olive,slender,HUNGARIAN,F,"('HUNGARIAN', 'F')"
319,Kazuteru,34,"('ambitious', 'confident', 'charismatic')","('arrogant', 'manipulative', 'aggressive')","('playing basketball', 'reading', 'traveling')",Entrepreneur,Business Flair,upper class,heterosexual,buddhist,0,6.2,black,brown,yellow,athletic,JAPANESE,M,"('JAPANESE', 'M')"
320,Romina,29,"('friendly', 'empathetic', 'hardworking')","('shy', 'insecure', 'perfectionist')","('cooking', 'gaming', 'yoga')",Software Engineer,Code Whiz,middle class,heterosexual,catholic,0,5.6,brown,green,olive,petite,ITALIAN,F,"('ITALIAN', 'F')"
321,Ermenegildo,32,"('confident', 'ambitious', 'empathetic')","('arrogant', 'impatient', 'reckless')","('rock climbing', 'reading', 'cooking')",engineer, coding wizardry,middle class,homosexual,agnostic,0,5.1,brown,hazel,olive,athletic,ITALIAN,M,"('ITALIAN', 'M')"
322,Siriporn,41,"('kind', 'generous', 'responsible')","('gullible', 'insecure', 'perfectionist')","('gardening', 'yoga', 'baking')",teacher,healing touch,lower middle class,heterosexual,buddhist,0,5.5,black,brown,tan,petite,THAI,F,"('THAI', 'F')"
323,Nechama,29,"('outgoing', 'optimistic', 'determined')","('impulsive', 'selfish', 'forgetful')","('dancing', 'traveling', 'photography')",event planner,social butterfly,upper middle class,pansexual,jewish,0,5.8,blonde,blue,fair,curvy,ISRAELI,F,"('ISRAELI', 'F')"
324,Riitta,35,"('analytical', 'logical', 'independent')","(' distant', 'critical', 'lazy')","('hiking', 'coding', 'meditation')",data scientist,data dive,upper class,asexual,atheist,0,5.9,red,green,pale,lean,NORDIC,F,"('NORDIC', 'F')"
325,Lindell,27,"('adventurous', 'spontaneous', 'charismatic')","('reckless', 'irresponsible', 'manipulative')","('surfing', 'playing guitar', 'storytelling')",travel blogger, thrill seeker,lower class,heterosexual,christian,0,6.1,blond,blue,tanned,muscular,ENGLISH,M,"('ENGLISH', 'M')"
326,Meira,38,"('creative', 'empathetic', 'loyal')","('insecure', 'moody', 'possessive')","('painting', 'writing', 'playing piano')",artist,artistic vision,middle class,homosexual,jewish,0,5.6,curly brown,brown,olive,curvy,ISRAELI,F,"('ISRAELI', 'F')"
327,Guzin,25,"('confident', 'outgoing', 'competitive')","('aggressive', 'arrogant', 'unsympathetic')","('playing soccer', 'working out', 'reading')",professional athlete,goal scorer,upper class,heterosexual,muslim,0,6.2,black,brown,dark,athletic,TURKISH,F,"('TURKISH', 'F')"
328,Thorvald,42,"('wise', 'caring', 'responsible')","('overly critical', 'pessimistic', 'conservative')","('fishing', 'woodworking', 'reading')",judge,fair judgment,upper middle class,heterosexual,christian,0,6.0,gray,blue,fair,stocky,NORDIC,M,"('NORDIC', 'M')"
329,Ottavia,30,"('independent', ' resourceful', ' analytical')","('aloof', 'perfectionist', ' distant')","('rock climbing', 'playing chess', 'reading')",software engineer,code ninja,upper middle class,bisexual,agnostic,0,5.7,short brown,hazel,olive,lean,ITALIAN,F,"('ITALIAN', 'F')"
330,Bela,36,"('charismatic', 'confident', 'ambitious')","('manipulative', 'reckless', 'arrogant')","('playing poker', 'reading', 'networking')",business owner,deal maker,upper class,heterosexual,catholic,0,6.0,black,brown,dark,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
331,Meihua,28,"('gentle', 'empathetic', 'creative')","('insecure', 'timid', ' scatterbrained')","('painting', 'playing piano', 'gardening')",art therapist,artistic healing,lower middle class,homosexual,buddhist,0,5.4,long black,brown,light,petite,CHINESE,F,"('CHINESE', 'F')"
332,Paoloplacido,39,"('outgoing', 'charismatic', 'generous')","('reckless', 'impatient', 'materialistic')","('playing soccer', 'traveling', 'cooking')",entrepreneur,business charm,upper middle class,heterosexual,catholic,0,6.1,dark brown,hazel,olive,athletic,ITALIAN,M,"('ITALIAN', 'M')"
333,Nachshon,31,"('adventurous', 'confident', 'loyal')","('impulsive', 'aggressive', 'hot-headed')","('playing rugby', 'hiking', 'reading')",paramedic,emergency response,middle class,heterosexual,jewish,0,6.2,short brown,blue,tanned,muscular,ISRAELI,M,"('ISRAELI', 'M')"
334,Saniye,34,"('analytical', 'independent', 'creative')","('distant', 'perfectionist', 'unsympathetic')","('playing chess', 'reading', 'coding')",data analyst,data insight,upper middle class,asexual,muslim,0,5.8,short black,brown,dark,lean,TURKISH,F,"('TURKISH', 'F')"
335,Caisa,26,"('outgoing', 'charismatic', 'ambitious')","('reckless', 'manipulative', 'arrogant')","('playing guitar', 'singing', 'networking')",influencer,social media star,upper class,pansexual,agnostic,0,5.9,blonde,blue,fair,slender,NORDIC,F,"('NORDIC', 'F')"
336,Karolin,33,"('empathetic', 'loyal', 'hardworking')","('insecure', 'pessimistic', 'overly critical')","('hiking', 'reading', 'cooking')",social worker,community builder,middle class,homosexual,christian,0,5.7,brown,hazel,olive,curvy,GERMAN,F,"('GERMAN', 'F')"
337,Yudong,40,"('wise', 'caring', 'responsible')","('overly critical', 'pessimistic', 'conservative')","('meditation', 'reading', 'gardening')",teacher,mentorship,upper middle class,heterosexual,buddhist,0,5.9,gray,brown,light,lean,CHINESE,M,"('CHINESE', 'M')"
338,Adebayo,29,"('confident', 'charismatic', 'ambitious')","('arrogant', 'impatient', 'reckless')","('playing basketball', 'reading', 'networking')",business owner,business charm,upper class,heterosexual,muslim,0,6.3,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
339,Liping,37,"('analytical', 'independent', 'creative')","('distant', 'perfectionist', 'unsympathetic')","('playing chess', 'reading', 'coding')",software engineer,code ninja,upper middle class,asexual,agnostic,0,5.6,short black,brown,light,lean,CHINESE,F,"('CHINESE', 'F')"
340,Guillemette,35,"('outgoing', 'charismatic', 'generous')","('reckless', 'impatient', 'materialistic')","('traveling', 'cooking', 'reading')",event planner,social butterfly,upper middle class,heterosexual,catholic,0,5.8,blonde,blue,fair,curvy,FRENCH,F,"('FRENCH', 'F')"
341,Luigia,25,"('adventurous', 'empathetic', 'resilient')","('impulsive', 'hot-headed', 'reckless')","('rock climbing', 'painting', 'cooking')",architect,Parkour Mastery,middle class,heterosexual,agnostic,0,5.8,dark brown,hazel,olive,athletic,ITALIAN,F,"('ITALIAN', 'F')"
342,Valdis,32,"(' analytical', 'resourceful', 'curious')","('perfectionist', 'overthinker', ' Stubborn')","('reading', 'hiking', 'playing chess')",data scientist,Data Visualization,upper middle class,homosexual,Lutheran,0,6.1,blond,blue,fair,lean,BALTIC,M,"('BALTIC', 'M')"
343,Eiliv,28,"('charismatic', 'confident', 'ambitious')","('arrogant', 'entitled', ' manipulative')","('playing guitar', 'writing songs', 'networking')",marketing manager,Sales Pitch,upper class,bisexual,Catholic,0,6.0,light brown,green,fair,muscular,NORDIC,M,"('NORDIC', 'M')"
344,Bernardpierre,40,"('empathetic', 'patient', 'wise')","('indifferent', 'complacent', 'too trusting')","('gardening', 'meditating', 'cooking')",therapist,Empathic Listening,lower middle class,heterosexual,Buddhist,0,5.9,gray,brown,dark,stocky,FRENCH,M,"('FRENCH', 'M')"
345,Winai,35,"('outgoing', 'spontaneous', 'humorous')","('immature', 'irresponsible', 'flirtatious')","('playing soccer', 'dancing', 'traveling')",event planner,Party Animal,middle class,heterosexual,none,0,5.7,black,dark brown,tan,athletic,THAI,M,"('THAI', 'M')"
346,Weisheng,29,"(' analytical', 'practical', 'reserved')","('pessimistic', 'overly critical', 'avoidant')","('reading', 'playing video games', 'hiking')",software engineer,Code Mastery,upper middle class,asexual,Taoist,0,5.1,black,brown,light,slim,CHINESE,M,"('CHINESE', 'M')"
347,Erzsebet,38,"('creative', 'passionate', 'open-minded')","('moody', 'hot-headed', 'selfish')","('painting', 'writing poetry', 'playing piano')",art teacher,Artistic Expression,lower middle class,bisexual,agnostic,0,5.6,red,green,fair,curvy,HUNGARIAN,F,"('HUNGARIAN', 'F')"
348,Petteri,41,"('responsible', 'loyal', 'protective')","('overly cautious', 'possessive', 'authoritarian')","('hiking', 'fishing', 'woodworking')",police officer,Law Enforcement,middle class,heterosexual,Lutheran,0,6.2,blond,blue,fair,muscular,NORDIC,M,"('NORDIC', 'M')"
349,Dongseok,27,"('confident', 'outgoing', 'competitive')","('arrogant', 'aggressive', 'vindictive')","('playing basketball', 'weightlifting', 'gaming')",professional athlete,Slam Dunk,upper class,homosexual,Buddhist,0,6.4,black,dark brown,tan,athletic,KOREAN,M,"('KOREAN', 'M')"
350,Wafa,33,"('empathetic', 'nurturing', 'patient')","('overly selfless', 'too trusting', 'naive')","('gardening', 'cooking', 'meditating')",nurse,Healing Touch,lower middle class,heterosexual,Muslim,0,5.5,dark brown,brown,olive,curvy,ARAB,F,"('ARAB', 'F')"
352,Mehmet,42,"('charismatic', 'ambitious', 'strategic')","('manipulative', 'power-hungry', 'ruthless')","('playing chess', 'reading', 'networking')",business executive,Corporate Takeover,upper class,heterosexual,Muslim,0,6.0,dark brown,brown,olive,stocky,TURKISH,M,"('TURKISH', 'M')"
353,Virgine,36,"('analytical', 'practical', 'reserved')","('overly critical', 'pessimistic', 'avoidant')","('reading', 'hiking', 'playing violin')",research scientist,Scientific Discovery,upper middle class,asexual,agnostic,0,5.8,blond,blue,fair,slim,FRENCH,F,"('FRENCH', 'F')"
354,Dzenana,30,"('outgoing', 'spontaneous', 'humorous')","('immature', 'irresponsible', 'flirtatious')","('dancing', 'traveling', 'photography')",event coordinator,Party Planning,middle class,bisexual,none,0,5.6,dark brown,brown,olive,athletic,SLAV,F,"('SLAV', 'F')"
355,Szilard,39,"('creative', 'passionate', 'open-minded')","('moody', 'hot-headed', 'selfish')","('playing guitar', 'writing poetry', 'painting')",music teacher,Musical Genius,lower middle class,homosexual,agnostic,0,5.9,red,green,fair,curvy,HUNGARIAN,M,"('HUNGARIAN', 'M')"
356,Florette,26,"('confident', 'outgoing', 'charismatic')","('arrogant', 'entitled', ' manipulative')","('playing tennis', 'fashion design', 'networking')",fashion model,Runway Walk,upper class,heterosexual,Catholic,0,5.11,blond,blue,fair,slim,AFRICAN,F,"('AFRICAN', 'F')"
357,Blair,34,"('responsible', 'loyal', 'protective')","('overly cautious', 'possessive', 'authoritarian')","('hiking', 'fishing', 'woodworking')",firefighter,Firefighting,middle class,heterosexual,Protestant,0,6.1,dark brown,brown,olive,muscular,ENGLISH,M,"('ENGLISH', 'M')"
358,Charilaos,37,"('empathetic', 'nurturing', 'patient')","('overly selfless', 'too trusting', 'naive')","('gardening', 'cooking', 'meditating')",social worker,Counseling,lower middle class,homosexual,Orthodox,0,5.8,dark brown,brown,olive,curvy,GREEK,M,"('GREEK', 'M')"
359,Diclehan,31,"('analytical', 'practical', 'reserved')","('overly critical', 'pessimistic', 'avoidant')","('reading', 'hiking', 'playing chess')",data analyst,Data Insight,upper middle class,asexual,agnostic,0,5.9,black,dark brown,tan,slim,TURKISH,F,"('TURKISH', 'F')"
360,Mhairi,29,"('outgoing', 'spontaneous', 'humorous')","('immature', 'irresponsible', 'flirtatious')","('dancing', 'traveling', 'photography')",travel blogger,Travel Guide,middle class,bisexual,none,0,5.7,red,green,fair,athletic,ENGLISH,F,"('ENGLISH', 'F')"
361,Refik,40,"('charismatic', 'ambitious', 'strategic')","('manipulative', 'power-hungry', 'ruthless')","('playing chess', 'reading', 'networking')",politician,Political Maneuvering,upper class,heterosexual,Muslim,0,6.0,dark brown,brown,olive,stocky,TURKISH,M,"('TURKISH', 'M')"
362,Sungho,25,"('curious', 'ambitious', 'friendly')","('impatient', 'perfectionist', 'competitive')","('reading', 'hiking', 'cooking')",Software Engineer,Coding Frenzy,middle class,heterosexual,agnostic,0,5.9,dark brown,brown,olive,athletic,KOREAN,M,"('KOREAN', 'M')"
363,Jiatao,30,"('outgoing', 'adventurous', 'empathetic')","('reckless', 'impulsive', 'selfish')","('traveling', 'photography', 'music')",Journalist,Storyteller,upper middle class,homosexual,Buddhist,0,5.7,black,hazel,fair,slender,CHINESE,M,"('CHINESE', 'M')"
364,Hesheng,28,"(' analytical', 'practical', 'reserved')","('pessimistic', 'indecisive', 'detached')","('puzzles', 'gaming', 'watching movies')",Data Analyst,Number Cruncher,lower middle class,asexual,atheist,0,5.8,light brown,green,fair,lean,CHINESE,M,"('CHINESE', 'M')"
365,Rupali,24,"('confident', 'charismatic', 'optimistic')","('arrogant', 'reckless', 'entitled')","('dancing', 'fashion', 'socializing')",Marketing Manager,Charisma Boost,upper class,bisexual,Hindu,0,5.5,dark brown,brown,olive,curvy,INDIAN,F,"('INDIAN', 'F')"
366,Rasesh,32,"('logical', 'pragmatic', 'responsible')","('cynical', 'apathetic', 'controlling')","('reading', 'strategy games', 'hiking')",Financial Advisor,Financial Wizard,upper middle class,heterosexual,agnostic,0,6.0,gray,blue,fair,muscular,INDIAN,M,"('INDIAN', 'M')"
367,Seymour,29,"('creative', 'spontaneous', 'emotional')","('moody', 'irresponsible', 'selfish')","('painting', 'music', 'writing')",Artist,Artistic Vision,lower class,homosexual,Christian,0,5.1,blond,blue,fair,slender,ENGLISH,M,"('ENGLISH', 'M')"
368,Yashraj,27,"('driven', 'confident', 'charismatic')","('arrogant', 'aggressive', 'manipulative')","('fitness', 'business', 'traveling')",Entrepreneur,Business Boost,upper class,heterosexual,Hindu,0,6.1,dark brown,brown,olive,athletic,INDIAN,M,"('INDIAN', 'M')"
369,Farkas,31,"('loyal', 'practical', ' reserved')","('stubborn', 'inflexible', 'pessimistic')","('hiking', 'reading', 'cooking')",Mechanic,Fix-It,working class,heterosexual,Catholic,0,5.11,brown,hazel,fair,muscular,HUNGARIAN,M,"('HUNGARIAN', 'M')"
370,Shixuan,26,"('friendly', 'outgoing', 'empathetic')","('gullible', 'naive', 'dependent')","('socializing', 'dancing', 'fashion')",Event Planner,Party Starter,middle class,homosexual,Buddhist,0,5.6,black,brown,fair,petite,CHINESE,M,"('CHINESE', 'M')"
371,Guomei,30,"('intelligent', ' analytical', 'practical')","('distant', 'apathetic', 'perfectionist')","('reading', 'gaming', 'puzzles')",Scientist,Science Wizard,upper middle class,asexual,agnostic,0,5.8,dark brown,brown,olive,lean,CHINESE,F,"('CHINESE', 'F')"
372,Judit,28,"('confident', 'charismatic', 'competitive')","('arrogant', 'manipulative', 'cunning')","('fitness', 'business', 'traveling')",Lawyer,Lawyer's Trick,upper class,heterosexual,Jewish,0,5.9,blond,blue,fair,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
373,Akio,29,"('creative', 'emotional', 'spontaneous')","('moody', 'irresponsible', 'selfish')","('music', 'art', 'writing')",Musician,Melodic Muse,lower middle class,homosexual,Shinto,0,5.7,black,brown,fair,slender,JAPANESE,M,"('JAPANESE', 'M')"
374,Eevariitta,27,"('friendly', 'outgoing', 'empathetic')","('gullible', 'naive', 'dependent')","('socializing', 'dancing', 'fashion')",Teacher,Teacher's Pet,middle class,heterosexual,Lutheran,0,5.5,blond,blue,fair,petite,NORDIC,F,"('NORDIC', 'F')"
375,Abdulrasool,31,"('intelligent', ' analytical', 'practical')","('distant', 'apathetic', 'perfectionist')","('reading', 'gaming', 'puzzles')",Engineer,Engineer's Edge,upper middle class,heterosexual,Muslim,0,5.1,dark brown,brown,olive,lean,ARAB,M,"('ARAB', 'M')"
376,Ceyhan,26,"('confident', 'charismatic', 'competitive')","('arrogant', 'manipulative', 'cunning')","('fitness', 'business', 'traveling')",Politician,Political Powerplay,upper class,heterosexual,Muslim,0,6.0,dark brown,brown,olive,athletic,TURKISH,M,"('TURKISH', 'M')"
377,Krisztian,30,"('loyal', 'practical', 'reserved')","('stubborn', 'inflexible', 'pessimistic')","('hiking', 'reading', 'cooking')",Farmer,Harvest Haul,working class,heterosexual,Catholic,0,5.11,blond,blue,fair,muscular,HUNGARIAN,M,"('HUNGARIAN', 'M')"
378,Sarka,29,"('friendly', 'outgoing', 'empathetic')","('gullible', 'naive', 'dependent')","('socializing', 'dancing', 'fashion')",Receptionist,Reception Rush,middle class,heterosexual,Atheist,0,5.6,blond,blue,fair,petite,SLAV,F,"('SLAV', 'F')"
379,Matitiahu,28,"('intelligent', ' analytical', 'practical')","('distant', 'apathetic', 'perfectionist')","('reading', 'gaming', 'puzzles')",Computer Programmer,Code Cracker,upper middle class,asexual,Jewish,0,5.8,dark brown,brown,olive,lean,ISRAELI,M,"('ISRAELI', 'M')"
380,Warunee,27,"('creative', 'emotional', 'spontaneous')","('moody', 'irresponsible', 'selfish')","('music', 'art', 'writing')",Graphic Designer,Design Dash,lower middle class,homosexual,Buddhist,0,5.5,black,brown,fair,slender,THAI,F,"('THAI', 'F')"
381,Katalin,30,"('confident', 'charismatic', 'competitive')","('arrogant', 'manipulative', 'cunning')","('fitness', 'business', 'traveling')",CEO,Executive Edge,upper class,heterosexual,Catholic,0,5.9,blond,blue,fair,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
382,Miina,25,"('optimistic', 'curious', 'adventurous')","('impulsive', 'reckless', 'hot-headed')","('hiking', 'photography', 'cooking')",park ranger,survival skills,middle class,heterosexual,agnostic,0,5.8,blonde,blue,fair,athletic,NORDIC,F,"('NORDIC', 'F')"
383,Sebiha,30,"('confident', 'ambitious', 'empathetic')","('perfectionistic', 'competitive', 'arrogant')","('reading', 'yoga', 'painting')",lawyer,negotiation skills,upper middle class,homosexual,muslim,0,5.6,dark brown,hazel,olive,slender,TURKISH,F,"('TURKISH', 'F')"
384,Sant'ana,28,"('creative', 'spontaneous', 'outgoing')","('distractible', 'careless', 'flirtatious')","('music', 'dancing', 'traveling')",music teacher,improvisation skills,lower middle class,bisexual,catholic,0,5.9,curly brown,green,tanned,lean,HISPANIC,F,"('HISPANIC', 'F')"
385,Christodoulos,35,"('intelligent', 'analytical', 'reserved')","('aloof', 'critical', 'pessimistic')","('chess', 'reading', 'hiking')",university professor,strategic thinking,upper class,heterosexual,orthodox,0,6.0,salt and pepper,brown,fair,slender,GREEK,M,"('GREEK', 'M')"
386,Crisanto,22,"('friendly', 'outgoing', 'enthusiastic')","('naive', 'impulsive', 'gullible')","('sports', 'gaming', 'partying')",student,peacemaking skills,lower class,heterosexual,catholic,0,5.1,black,dark brown,dark,athletic,HISPANIC,M,"('HISPANIC', 'M')"
387,Baiba,32,"('responsible', 'organized', 'practical')","('inflexible', 'perfectionistic', 'critical')","('gardening', 'cooking', 'reading')",accountant,budgeting skills,middle class,heterosexual,agnostic,0,5.7,blonde,blue,fair,slender,BALTIC,F,"('BALTIC', 'F')"
